,document,bleu,mover,sts-b,rouge-1,rouge-4,rouge-l,rouge-w,editdistance
13,attacked_documents/segment_typo.txt,0.008398160860056503,0.1544010761390512,0.5729519258143569,0.32238592506994235,0.0054013174325674325,0.32238592506994235,0.32238592506994235,6.615
14,attacked_documents/rand1.txt,0.1371215569138917,0.3210456022845936,0.6110970107674597,0.5662579848866099,0.09816188012633108,0.5656142883054135,0.5656142883054135,7.7175
15,attacked_documents/vis_intr.txt,0.002209004385788814,0.011612558229839705,0.3296391302354625,0.1438703834039145,0.0010774400330851943,0.14067202866225034,0.14067202866225034,18.505
16,attacked_documents/rand2.txt,0.016041608374916666,0.16235863970661396,0.3218458222941178,0.356899719456832,0.009276322883465742,0.3562443309856541,0.3562443309856541,13.1825
17,cleaned/priors/txts/visual.txt,0.4095001405090531,0.6872436408602235,0.7751837241123081,0.8488056909461765,0.5086703312855012,0.8486668020572877,0.8486668020572877,2.4075
18,cleaned/priors/txts/disemvowel.txt,0.39219116612037935,0.6566374375506371,0.7882383971895043,0.8287739058426898,0.4886661723072436,0.8286423268953215,0.8286423268953215,3.635
19,cleaned/priors/txts/intrude.txt,0.5667086870628305,0.8743854061597438,0.8880023500095086,0.94417403684052,0.8157257179954547,0.9440424578931516,0.9440424578931516,1.11
20,cleaned/priors/txts/truncate.txt,0.19817584945665756,0.4992666302199599,0.7797287566750751,0.7447685329533108,0.28806472962666857,0.7442619540059424,0.7442619540059424,5.5925
21,cleaned/priors/txts/segmentation.txt,0.4818435884719029,0.7802325413274531,0.8862047607223346,0.9166286313883742,0.6946483680127062,0.9163581635521171,0.9163581635521171,2.005
22,cleaned/priors/txts/phonetic.txt,0.17294182583912135,0.4192698802338293,0.555692365515701,0.6484283722383145,0.1951178469933742,0.6464130173446702,0.6464130173446702,8.8725
23,cleaned/priors/txts/typo_truncate.txt,0.043908375734487325,0.3065182140505441,0.5202759520202384,0.5375728466375977,0.07714425049709489,0.5343959186002034,0.5343959186002034,9.695
24,cleaned/priors/txts/full_swap.txt,0.4336796073140792,0.6888882835803685,0.7437416799138429,0.8457809059281551,0.5286692246852422,0.8453633792683684,0.8453633792683684,4.1775
25,cleaned/priors/txts/all_attacks.txt,0.10927393126543848,0.3267252601227614,0.4701326719043312,0.552760644930445,0.09628387957137534,0.5505143521150733,0.5505143521150733,11.0725
26,cleaned/priors/txts/inner_swap.txt,0.5682797571839103,0.8425773455374335,0.8718465726064859,0.9276784207458578,0.7785914600878995,0.9275468417984892,0.9275468417984892,2.1575
27,cleaned/priors/txts/natural_typo.txt,0.1825066622894329,0.5125565252126062,0.7580510613030139,0.7204560679212019,0.23850899729570416,0.7195965122759079,0.7195965122759079,5.4075
28,cleaned/priors/txts/keyboard_typo.txt,0.24870481885802356,0.5621903838401837,0.7589693786372721,0.7688168641198676,0.30805177032934383,0.7661489298611441,0.7661489298611441,4.0725
29,cleaned/priors/txts/segment_typo.txt,0.23781083918587445,0.5375846634202504,0.6976373441486914,0.7613539052910266,0.31718362237299424,0.7608838198209411,0.7608838198209411,5.0
30,cleaned/priors/txts/rand1.txt,0.37969093549647454,0.6505176054364631,0.713517551264165,0.8132472932079713,0.49690183725731296,0.8120711338410226,0.8120711338410226,3.945
31,cleaned/priors/txts/vis_intr.txt,0.3838970633022977,0.6795064255455013,0.7149404550649981,0.8347554063165693,0.4929921724366654,0.8346238273692008,0.8346238273692008,2.9025
32,cleaned/priors/txts/rand2.txt,0.17908874370475508,0.4513119101208048,0.5299794801564748,0.6747128372707378,0.2159803087303772,0.6723313609506272,0.6723313609506272,7.7675
33,cleaned/bayesian_shielding/visual.txt,0.5467889898817759,0.8300793422729926,0.8301258317697061,0.9172769840811053,0.7364678116173471,0.9171380951922162,0.9171380951922162,2.2675
34,cleaned/bayesian_shielding/disemvowel.txt,0.5147355869894844,0.7945336187644374,0.7763363137346188,0.8997568219143233,0.6875422260163075,0.8996179330254344,0.8996179330254344,2.995
35,cleaned/bayesian_shielding/intrude.txt,0.5677762613505365,0.8618905571567943,0.8586740125125449,0.9382266772046386,0.7914376817282232,0.9380877883157496,0.9380877883157496,1.5975
36,cleaned/bayesian_shielding/truncate.txt,0.4669945141917373,0.7672915490838923,0.7927654088070364,0.8848489745284931,0.6688714754250167,0.8845434189729375,0.8845434189729375,3.14
37,cleaned/bayesian_shielding/segmentation.txt,0.5157392751338437,0.8089883486022685,0.8336984841625106,0.9247456609984648,0.7244925177033151,0.9242942721095758,0.9242942721095758,2.22
38,cleaned/bayesian_shielding/phonetic.txt,0.3387671390396145,0.587871580792429,0.6541385367154086,0.7483034788570742,0.4249062377604636,0.7474960166531772,0.7474960166531772,7.55
39,cleaned/bayesian_shielding/typo_truncate.txt,0.2927439386910821,0.5774712061967867,0.5871118835326226,0.7328578233634869,0.3848286074167915,0.7308279229663261,0.7308279229663261,7.19
40,cleaned/bayesian_shielding/full_swap.txt,0.5402237046135536,0.8217497619382208,0.8018442108417989,0.9022333579794388,0.7311880885335388,0.9019455290320706,0.9019455290320706,3.2275
41,cleaned/bayesian_shielding/all_attacks.txt,0.2596694591707998,0.5014380651386984,0.3834286482705498,0.6612216347196616,0.3027581636417642,0.6606079129151503,0.6606079129151503,10.2575
42,cleaned/bayesian_shielding/inner_swap.txt,0.5500648659593211,0.8311000151520185,0.8177942491200574,0.9134297393094544,0.7461622879018158,0.9132908504205656,0.9132908504205656,2.7675
43,cleaned/bayesian_shielding/natural_typo.txt,0.4530655442014962,0.7667241716087021,0.773398899661342,0.8718264859096828,0.6131619702558363,0.8712330515662485,0.8712330515662485,3.3225
44,cleaned/bayesian_shielding/keyboard_typo.txt,0.5042185557553139,0.8083359578899062,0.8166236385525116,0.9024409242961836,0.6838594106686438,0.9023020354072946,0.9023020354072946,2.36
45,cleaned/bayesian_shielding/segment_typo.txt,0.397521597346806,0.6869726093927819,0.6303396259146649,0.8434980650999254,0.5426356420003282,0.8433054725073329,0.8433054725073329,4.47
46,cleaned/bayesian_shielding/rand1.txt,0.5072188098658531,0.7835720993976417,0.7788952879579643,0.8820182334328267,0.6749443994622432,0.8818793445439378,0.8818793445439378,3.485
47,cleaned/bayesian_shielding/vis_intr.txt,0.5313205858538078,0.8163028769633303,0.7986259703719459,0.9096435237960292,0.7169676870998523,0.909319637156353,0.909319637156353,2.4675
48,cleaned/bayesian_shielding/rand2.txt,0.3651030587907348,0.6428268474442301,0.6539282923543357,0.7807691273643035,0.462554806812349,0.7799149606976367,0.7799149606976367,6.6575
49,cleaned/nocheap_bayesian_shielding/visual.txt,0.4524660243197583,0.6963592299424056,0.6516103482735061,0.8340243723009648,0.5681073377035949,0.8338773134774354,0.8338773134774354,5.04
50,cleaned/nocheap_bayesian_shielding/disemvowel.txt,0.3198868793072976,0.5742203132833814,0.5449916784098042,0.7513372465473966,0.36439440896949465,0.7503871374711533,0.7503871374711533,9.27
51,cleaned/nocheap_bayesian_shielding/intrude.txt,0.5410828615686252,0.8450479179458319,0.8467156136038009,0.9232213569097644,0.7507020542021542,0.9232213569097644,0.9232213569097644,1.9
52,cleaned/nocheap_bayesian_shielding/truncate.txt,0.4703211773395189,0.778077019603385,0.8148410667196999,0.8918701032645305,0.6854832436032323,0.891564547708975,0.891564547708975,2.9125
53,cleaned/nocheap_bayesian_shielding/segmentation.txt,0.5240023804472219,0.8203122149653638,0.8634735909267541,0.9297402627905036,0.7457812573541871,0.9296086838431352,0.9296086838431352,2.02
54,cleaned/nocheap_bayesian_shielding/phonetic.txt,0.3332648289564408,0.5696512461268213,0.6422041657336442,0.7218689121927278,0.4118849170898503,0.7208934913173068,0.7208934913173068,8.7775
55,cleaned/nocheap_bayesian_shielding/typo_truncate.txt,0.28992282726947816,0.5882761398555679,0.5340191753799486,0.7523508059861954,0.4003186289772413,0.7505432030321729,0.7505432030321729,6.9825
56,cleaned/nocheap_bayesian_shielding/full_swap.txt,0.20068311374356804,0.3995060809658257,0.4284352081218131,0.5720071997203222,0.1980747691489119,0.5705735666179584,0.5705735666179584,14.78
57,cleaned/nocheap_bayesian_shielding/all_attacks.txt,0.17114531889087764,0.37302657640797016,0.3780719222994974,0.5440979255645189,0.1790933270376015,0.5408920079928119,0.5408920079928119,14.4525
58,cleaned/nocheap_bayesian_shielding/inner_swap.txt,0.3048767087060016,0.53923444360831,0.6052176773845973,0.698384948866543,0.3642654935600684,0.6974483242166829,0.6974483242166829,9.9175
59,cleaned/nocheap_bayesian_shielding/natural_typo.txt,0.44768589296416506,0.7646419666609503,0.7775121804111913,0.8722416224513384,0.6135099439367823,0.8716393497240658,0.8716393497240658,3.38
60,cleaned/nocheap_bayesian_shielding/keyboard_typo.txt,0.5263778834736433,0.8322216120765029,0.8412072113436887,0.9198341168986772,0.7394491741187015,0.9197025379513089,0.9197025379513089,1.9625
61,cleaned/nocheap_bayesian_shielding/segment_typo.txt,0.4065929942437102,0.7013424018521153,0.6707733709125907,0.8474666428128118,0.555372736162087,0.8469130713842403,0.8469130713842403,4.29
62,cleaned/nocheap_bayesian_shielding/rand1.txt,0.3998769974122399,0.6769469808182368,0.6379677418580235,0.8060983079785603,0.5288956940853577,0.8054671221709039,0.8054671221709039,6.485
63,cleaned/nocheap_bayesian_shielding/vis_intr.txt,0.3709473327143327,0.6279822145816915,0.5710439582376196,0.7778108197168365,0.4582139878967969,0.7765345979123254,0.7765345979123254,6.8625
64,cleaned/nocheap_bayesian_shielding/rand2.txt,0.25907645527559103,0.5010996943843464,0.46065365471081204,0.6617220833169013,0.3157017466512689,0.6593430137066011,0.6593430137066011,11.49
65,cleaned/nocheap_priors/txts/visual.txt,0.1554656359537234,0.4146055886313779,0.5801933423078851,0.6386660784992205,0.17145281940664828,0.6371605574502212,0.6371605574502212,7.28
66,cleaned/nocheap_priors/txts/disemvowel.txt,0.08937686336567928,0.3171381838952796,0.4830514370195481,0.5874504880450927,0.06552449506806166,0.5866444341955606,0.5866444341955606,11.685
67,cleaned/nocheap_priors/txts/intrude.txt,0.5655687099741202,0.8747482442492059,0.901523315044656,0.9436663931036564,0.8185750843025222,0.943534814156288,0.943534814156288,1.1675
68,cleaned/nocheap_priors/txts/truncate.txt,0.2171584672285115,0.5242087952726991,0.7641962036280902,0.7624915227110235,0.32443305280675644,0.7620426360713475,0.7620426360713475,4.9425
69,cleaned/nocheap_priors/txts/segmentation.txt,0.4873863375250186,0.7967851768505442,0.8928004266782814,0.9269336816785544,0.7162242469196609,0.9266705237838176,0.9266705237838176,1.7625
70,cleaned/nocheap_priors/txts/phonetic.txt,0.18677379048380124,0.4277285585687196,0.6129456593994657,0.6559841267661534,0.21436147036371486,0.6546960398530665,0.6546960398530665,8.685
71,cleaned/nocheap_priors/txts/typo_truncate.txt,0.05970762464631785,0.34053545606070146,0.5247323816022675,0.5763362585483032,0.09681895047422716,0.5739126048278818,0.5739126048278818,8.39
72,cleaned/nocheap_priors/txts/full_swap.txt,0.09779542549639933,0.2918069456659462,0.3971831347210318,0.5488134508177259,0.07298551275351904,0.5480078501683753,0.5480078501683753,14.675
73,cleaned/nocheap_priors/txts/all_attacks.txt,0.06180634234718702,0.2453941158638891,0.34302568905406683,0.4654916113866301,0.0480125388437574,0.4624976812487857,0.4624976812487857,14.1225
74,cleaned/nocheap_priors/txts/inner_swap.txt,0.150784162392148,0.3791248862655646,0.5464408627557715,0.6355067746330088,0.1506858859551593,0.6353141976021963,0.6353141976021963,10.3025
75,cleaned/nocheap_priors/txts/natural_typo.txt,0.19429273248118886,0.5268718684032063,0.7774295844121983,0.7326268365312996,0.2588281567288922,0.7317443975908111,0.7317443975908111,4.99
76,cleaned/nocheap_priors/txts/keyboard_typo.txt,0.34677130037844206,0.6379795341009734,0.7831519853969741,0.8231858963384359,0.42983742919160906,0.8227977384436991,0.8227977384436991,2.7
77,cleaned/nocheap_priors/txts/segment_typo.txt,0.2704907913662073,0.5722512523437936,0.7347184424602212,0.7914948984508681,0.3657623455788837,0.7910319354879048,0.7910319354879048,4.3225
78,cleaned/nocheap_priors/txts/rand1.txt,0.2291091706488866,0.5122416005519068,0.5601412863705489,0.7187848477726174,0.302387083057981,0.7175987874511519,0.7175987874511519,7.095
79,cleaned/nocheap_priors/txts/vis_intr.txt,0.14859269061182764,0.4024237203948695,0.6205993050152405,0.6552202227441414,0.1637793366136414,0.6537224821806115,0.6537224821806115,8.38
80,cleaned/nocheap_priors/txts/rand2.txt,0.0823479478076152,0.3147737035130679,0.42545123994001294,0.5488979942894401,0.09752293145086843,0.5469547471630033,0.5469547471630033,11.995
81,cleaned/pyspellchecker/visual.txt,0.15053365553999568,0.3878319982403176,0.5904983194913339,0.5720294602075899,0.18955063230817265,0.5705233801765099,0.5705233801765099,8.5425
82,cleaned/pyspellchecker/disemvowel.txt,0.0982567699657511,0.3358954520785389,0.5366494825115152,0.6204026861520293,0.09486399819800656,0.6201775903665887,0.6201775903665887,9.5325
83,cleaned/pyspellchecker/intrude.txt,0.4023542266010332,0.5883905796432379,0.8328300367467786,0.7910331057991655,0.6092366586943161,0.7906313200848798,0.7906313200848798,3.1475
84,cleaned/pyspellchecker/truncate.txt,0.2955399254987605,0.6055980577981543,0.870476980768639,0.8697068811210603,0.5547242969685114,0.8697068811210603,0.8697068811210603,3.34
85,cleaned/pyspellchecker/segmentation.txt,0.12270020217803708,0.4594477046835451,0.8340213594313013,0.7596099544562249,0.2582981286107253,0.7596099544562249,0.7596099544562249,4.52
86,cleaned/pyspellchecker/phonetic.txt,0.13410924982795064,0.397463248380427,0.6325119006881794,0.6658478809510937,0.19534611103043892,0.6655527420622049,0.6655527420622049,8.29
87,cleaned/pyspellchecker/typo_truncate.txt,0.06575269172967821,0.3546413039295642,0.6447781574113521,0.6269029010185452,0.12691587611408792,0.6254362784590493,0.6254362784590493,7.235
88,cleaned/pyspellchecker/full_swap.txt,0.08638683355289388,0.3105635203720328,0.3739083330775341,0.61210558061981,0.0950283800500325,0.6119132729275022,0.6119132729275022,14.4175
89,cleaned/pyspellchecker/all_attacks.txt,0.051383830713587535,0.2355144055525214,0.3891705719459967,0.4650715736088157,0.05326775546820277,0.4634149351084272,0.4634149351084272,13.4375
90,cleaned/pyspellchecker/inner_swap.txt,0.1859133930210746,0.4405214935111173,0.6271183819539393,0.7320262779919188,0.2460739899576482,0.7320262779919188,0.7320262779919188,9.265
91,cleaned/pyspellchecker/natural_typo.txt,0.1524905379723223,0.5048176349000038,0.8152367766421482,0.7571567522747946,0.27124083034120683,0.7571567522747946,0.7571567522747946,4.91
92,cleaned/pyspellchecker/keyboard_typo.txt,0.2593245770509888,0.5960540279714139,0.8162361882299629,0.8362056514215266,0.4413645821904633,0.8357027778583083,0.8357027778583083,2.8025
93,cleaned/pyspellchecker/segment_typo.txt,0.021013820099950186,0.23008716293399714,0.6611907332839712,0.4985518058974911,0.04192756161322339,0.4985518058974911,0.4985518058974911,7.0725
94,cleaned/pyspellchecker/rand1.txt,0.1699660184581488,0.4409839353996305,0.5980701199808338,0.7008114044584423,0.24671713172204066,0.7002718745439123,0.7002718745439123,7.2525
95,cleaned/pyspellchecker/vis_intr.txt,0.07391949980123239,0.1727324828871049,0.4586901225529339,0.4208875285168772,0.08804973257251733,0.419459892179883,0.419459892179883,13.73
96,cleaned/pyspellchecker/rand2.txt,0.0517334744604518,0.2698284056619886,0.4747895845020978,0.5203936762605337,0.08076148839606571,0.5198687438737857,0.5198687438737857,12.0425
112,cleaned/Adversarial_Misspellings/visual.txt,0.05046096138482011,0.25731420408293826,0.42663311359833034,0.3893266391351502,0.037288334484918396,0.3863229718594435,0.3863229718594435,12.5475
113,cleaned/Adversarial_Misspellings/disemvowel.txt,0.14763882094077221,0.37995614451566917,0.6201255043301083,0.6290254097854167,0.14462799104142193,0.6287674732774801,0.6287674732774801,9.4875
114,cleaned/Adversarial_Misspellings/intrude.txt,0.2935328232873382,0.4459925207765978,0.7115390016519245,0.6594930744551799,0.352782034694785,0.6593097411218466,0.6593097411218466,4.92
115,cleaned/Adversarial_Misspellings/truncate.txt,0.07630319407422932,0.38672582178911324,0.6765370698968629,0.663658367243967,0.13894691493791728,0.6632881519329622,0.6632881519329622,7.25
116,cleaned/Adversarial_Misspellings/segmentation.txt,0.12420120673634708,0.40029682522087434,0.7479420618989939,0.6266314362452136,0.16340026718422632,0.6264391285529058,0.6264391285529058,6.1925
117,cleaned/Adversarial_Misspellings/phonetic.txt,0.0913874270114631,0.3028441847593584,0.516966105078775,0.5361313296528616,0.09689190257596766,0.5358733931449251,0.5358733931449251,11.265
118,cleaned/Adversarial_Misspellings/typo_truncate.txt,0.020441632950556485,0.239412928771106,0.5432158644314555,0.44986399921899567,0.0361491602213688,0.44729922314054016,0.44729922314054016,11.4125
119,cleaned/Adversarial_Misspellings/full_swap.txt,0.08058490815186876,0.2771727495003893,0.3790743373781847,0.5561031959614265,0.06050957929955607,0.5552416963499269,0.5552416963499269,16.1225
120,cleaned/Adversarial_Misspellings/all_attacks.txt,0.032338399544617834,0.18577888264376732,0.3057688865264974,0.37182918682604366,0.03066132059004776,0.36948782312975553,0.36948782312975553,15.66
121,cleaned/Adversarial_Misspellings/inner_swap.txt,0.30573875797229877,0.5200299108994194,0.7438783387485404,0.7599100792406346,0.3989590495026142,0.7595259750407408,0.7595259750407408,7.045
122,cleaned/Adversarial_Misspellings/natural_typo.txt,0.1069178585322773,0.4233391739614878,0.6650855100728481,0.6456004974937515,0.132075797529731,0.6447350043267878,0.6447350043267878,7.595
123,cleaned/Adversarial_Misspellings/keyboard_typo.txt,0.13568676947724032,0.41648472065190767,0.5663855438944168,0.6443553669267382,0.13272269901840272,0.6427897775453593,0.6427897775453593,5.8975
124,cleaned/Adversarial_Misspellings/segment_typo.txt,0.007654055910054647,0.15862634744436577,0.43604004701091026,0.32845704950793986,0.006809804778554778,0.3277957490028893,0.3277957490028893,10.2575
125,cleaned/Adversarial_Misspellings/rand1.txt,0.14713729631767855,0.37554838470595103,0.5523945325377276,0.6112526396410789,0.17561884978872377,0.610407165670605,0.610407165670605,8.915
126,cleaned/Adversarial_Misspellings/vis_intr.txt,0.03293096140045237,0.14037582811977076,0.3554526325389165,0.3338995585084163,0.030589134883250973,0.33106025280772583,0.33106025280772583,15.755
127,cleaned/Adversarial_Misspellings/rand2.txt,0.040680353175774266,0.23283055046085824,0.3844130424040023,0.4411967389385735,0.04770247515735635,0.43955157405443807,0.43955157405443807,13.9225
